full_address,shape_X,shape_Y
"6 Raoulia Close, Halfway Bush, Dunedin",170.4782439,-45.85474812
"7 Kereru Close, Halfway Bush, Dunedin",170.4778383,-45.85541407
"32A Grove Street, Saint Kilda, Dunedin",170.506328,-45.90100598
"16 Aitken Place, Mornington, Dunedin",170.483284,-45.88382195
"61B Argyle Street, Mosgiel",170.347671,-45.88085205
"21 Hunt Street, Andersons Bay, Dunedin",170.532599,-45.89904495
"19 Hunt Street, Andersons Bay, Dunedin",170.532314,-45.89911197
"62B Glen Road, The Glen, Dunedin",170.485628,-45.88760098
"39 Garden Place, Glenleith, Dunedin",170.501136,-45.84292502
"374 Kaikorai Valley Road, Bradford, Dunedin",170.469921,-45.87846102
"10 Albion Terrace, Careys Bay, Dunedin",170.6168591,-45.80729007
"380 Great King Street, North Dunedin, Dunedin",170.509637,-45.86599098
"66 Barr Street, Kenmure, Dunedin",170.4700849,-45.88738697
"60 Parklands Avenue, Mosgiel",170.362492,-45.87725702
"16 Strathmore Crescent, Roslyn, Dunedin",170.492063,-45.86795108
"38 Thorn Street, Caversham, Dunedin",170.4823481,-45.89784693
"49 Salisbury Place, Mosgiel",170.3632851,-45.874839
"15 Jellicoe Crescent, Kaikorai, Dunedin",170.4848231,-45.86374907
"5A Montrose Street, Mosgiel",170.3436575,-45.87586327
"88A Main South Road, East Taieri, Mosgiel",170.3350055,-45.89813092
"3 Frasers Road, Glenross, Dunedin",170.4795423,-45.8671728
"10 Bounty Lane, Belleknowes, Dunedin",170.4755692,-45.8747917
"499 Princes Street, Dunedin Central, Dunedin",170.4996501,-45.8817812
"212A Gordon Road, Mosgiel",170.3448313,-45.86996793
"222A Gordon Road, Mosgiel",170.3443818,-45.86933047
"10 Smiley Place, Mosgiel",170.3663404,-45.86998762
"5B Anzac Avenue, Dunedin Central, Dunedin",170.5089378,-45.87466342
"15 Tate Crescent, Green Island, Dunedin",170.4111244,-45.89391342
"114 Middleton Road, Corstorphine, Dunedin",170.4774953,-45.90636693
"3/3 Anzac Avenue, Dunedin Central, Dunedin",170.5086461,-45.87464693
"215 Green Island Bush Road, Waldronville, Dunedin",170.4303112,-45.91759058
"106B Queen Street, North Dunedin, Dunedin",170.5092346,-45.8605328
"133A Norwood Street, Normanby, Dunedin",170.5488222,-45.83934463
"8A Borthwick Street, Kenmure, Dunedin",170.4740946,-45.88117332
"19A Bush Road, Mosgiel",170.3448255,-45.87478695
"32A Bush Road, Mosgiel",170.3424671,-45.87515623
"16A Coughtrey Street, Saint Clair, Dunedin",170.4902557,-45.9087645
"63D Earls Road, Saint Clair, Dunedin",170.4788753,-45.9087165
"38A Eskvale Street, Saint Kilda, Dunedin",170.5086862,-45.90058628
"344A Highgate, Roslyn, Dunedin",170.4921548,-45.86605228
"44B Moana Crescent, Musselburgh, Dunedin",170.517049,-45.89585477
"86A Neville Street, Caversham, Dunedin",170.4881101,-45.89534832
"93C Prince Albert Road, Saint Kilda, Dunedin",170.5080298,-45.90418585
"10 Rainton Road, Kew, Dunedin",170.4820133,-45.90087813
"16A Royal Crescent, Saint Kilda, Dunedin",170.5117926,-45.90003538
"19B Rutherford Street, Caversham, Dunedin",170.481579,-45.89689342
"16B Ascot Street, Saint Kilda, Dunedin",170.5108764,-45.90016585
"13A Normanby Street, Saint Kilda, Dunedin",170.5124554,-45.90232703
"144 Rattray Street, Dunedin Central, Dunedin",170.5013633,-45.8772519
"4A Montrose Street, Mosgiel",170.3430088,-45.8760117
"48A Church Street, Mosgiel",170.3514193,-45.87858683
"6B Runciman Street, Abbotsford, Dunedin",170.4252411,-45.89949435
"563 South Road, Calton Hill, Dunedin",170.4630931,-45.89685597
"32A Northview Crescent, Belleknowes, Dunedin",170.4767355,-45.87174927
"18A Brighton Road, Green Island, Dunedin",170.4211819,-45.90573733
"233A Gladstone Road North, Mosgiel",170.3792923,-45.87783848
"39A Waikana Street, Broad Bay, Dunedin",170.6241511,-45.84857138
"189D Main South Road, Green Island, Dunedin",170.4299494,-45.9016874
"4A Penrich Street, Abbotsford, Dunedin",170.4330929,-45.8978376
"25 Milburn Street, Corstorphine, Dunedin",170.474393,-45.903745
"3 White Hart Lane, Mosgiel",170.3756081,-45.87713907
"188 North Road, North East Valley, Dunedin",170.5269999,-45.85006307
"11 Glenfinlass Street, Company Bay, Dunedin",170.603226,-45.85555505
"580 Highgate, Maori Hill, Dunedin",170.4995479,-45.8588177
"11 Queen Street, Brighton, Dunedin",170.3262962,-45.94874773
"68 Bridgman Street, Kensington, Dunedin",170.4978722,-45.89087047
"78 Musselburgh Rise, Musselburgh, Dunedin",170.5163551,-45.89789585
"81 George Street, Port Chalmers, Dunedin",170.6191827,-45.81777453
"276 Chain Hills Road, Chain Hills, Dunedin",170.38617,-45.89116997
"63 Carroll Street, Dunedin Central, Dunedin",170.4977299,-45.88162188
"557 Castle Street, North Dunedin, Dunedin",170.515404,-45.86245455
"44 Wilkie Road, Kensington, Dunedin",170.49413,-45.89267083
"11 Truby King Crescent, Liberton, Dunedin",170.5198395,-45.84593987
"21 William James Close, Mosgiel",170.3548055,-45.86562622
"11 William James Close, Mosgiel",170.354751,-45.86620995
"118 Dundas Street, North Dunedin, Dunedin",170.5180652,-45.86222318
"98 Bond Street, Dunedin Central, Dunedin",170.500774,-45.88066298
"76 Barr Street, Kenmure, Dunedin",170.468908,-45.88736592
"835 George Street, North Dunedin, Dunedin",170.511384,-45.859785
"239 Camp Road, Larnachs Castle, Dunedin",170.624136,-45.86123403
"102 Canongate, Dunedin Central, Dunedin",170.4940498,-45.87762827
"105 Riccarton Road East, Saddle Hill, Dunedin",170.348157,-45.90175105
"24 McNab Street, Kenmure, Dunedin",170.458483,-45.890369
"11 Reeves Street, Green Island, Dunedin",170.4190733,-45.89703988
"26 Currie Street, Port Chalmers, Dunedin",170.6206743,-45.81826597
"37 Greenock Street, Kaikorai, Dunedin",170.4792952,-45.86571545
"143 Norwood Street, Normanby, Dunedin",170.5495291,-45.83901073
"17 Glendermid Close, Sawyers Bay, Dunedin",170.6007512,-45.81361807
"395 Saddle Hill Road, Scroggs Hill, Dunedin",170.3311093,-45.91654925
"49 Mailer Street, Mornington, Dunedin",170.4794058,-45.88095978
"18 Severn Street, Green Island, Dunedin",170.4202394,-45.89730988
"50 Severn Street, Green Island, Dunedin",170.4165202,-45.8956499
"71 Severn Street, Green Island, Dunedin",170.4149328,-45.89448128
"5 Frasers Road, Glenross, Dunedin",170.4794699,-45.86719252
"90 George Street, Port Chalmers, Dunedin",170.6189284,-45.81747033
"8 Hagart-Alexander Drive, Mosgiel",170.365176,-45.87043565
"13 Lancaster Lane, Waldronville, Dunedin",170.407239,-45.9221477
"69 Melbourne Street, South Dunedin, Dunedin",170.5026491,-45.89727525
"1 Peat Place, Mosgiel",170.3563416,-45.86809858
"208 Balmacewen Road, Wakari, Dunedin",170.4865078,-45.85416593
"10 Carson Street, Mornington, Dunedin",170.4846763,-45.88767523
"31 Clermiston Avenue, Corstorphine, Dunedin",170.4738088,-45.90518715
"17 Columba Avenue, Calton Hill, Dunedin",170.4648421,-45.89797842
"3 Corsall Street, Upper Junction, Dunedin",170.5698385,-45.83511073
"29 Corstorphine Road, Corstorphine, Dunedin",170.4765966,-45.90140512
"46 Silverstream Drive, Mosgiel",170.3342504,-45.87459778
"48 Easther Crescent, Kew, Dunedin",170.4834656,-45.90140017
"18 Goodall Street, Mosgiel",170.3407126,-45.87070092
"18 Shaw Street, Mosgiel",170.3448845,-45.88283517
"66 Bush Road, Mosgiel",170.3391432,-45.87612253
"858 Brighton Road, Ocean View, Dunedin",170.3418213,-45.94051097
"12 Murray Street, Mosgiel",170.3509835,-45.86896102
"36 Stirling Crescent, Mosgiel",170.3547176,-45.86976203
"5 Hanson Street, Portobello, Dunedin",170.6557093,-45.83726625
"96 Church Street, Mosgiel",170.3545342,-45.8833521
"25 Grant Dalton Street, Mosgiel",170.3639871,-45.85337405
"13 Thames Street, Mosgiel",170.3596663,-45.86919858
"9 Basingstoke Place, Mosgiel",170.3643023,-45.87345028
"63 High Street, Mosgiel",170.3580075,-45.87775723
"6 Cedar Crescent, Mosgiel",170.3597476,-45.8791007
"83 High Street, Mosgiel",170.358893,-45.87943327
"8 Salisbury Place, Mosgiel",170.3640692,-45.87516422
"8 Bishop Verdon Close, Mosgiel",170.3556145,-45.88320865
"4 Hocken Street, Kenmure, Dunedin",170.4679654,-45.88545207
"72 Hocken Street, Kenmure, Dunedin",170.4710477,-45.88247053
"27 Martin Road, Fairfield, Dunedin",170.3896231,-45.89809473
"11 Kennedy Road, Fairfield, Dunedin",170.3990667,-45.89695025
"50 Bremner Street, Fairfield, Dunedin",170.3997733,-45.90142938
"89 Martin Road, Fairfield, Dunedin",170.3952957,-45.89587885
"23 Blanc Avenue, Fairfield, Dunedin",170.4002804,-45.90543582
"347 Brighton Road, Waldronville, Dunedin",170.4027738,-45.92261222
"357 Brighton Road, Waldronville, Dunedin",170.4015736,-45.92290622
"375 Brighton Road, Waldronville, Dunedin",170.3994972,-45.92342378
"9 Dakota Place, Waldronville, Dunedin",170.400369,-45.92613025
"5 Vulcan Road, Waldronville, Dunedin",170.4053473,-45.92263858
"7 Vulcan Road, Waldronville, Dunedin",170.4055042,-45.92296408
"20 Jensen Street, Green Island, Dunedin",170.4235952,-45.904665
"28 Alexander Street, Abbotsford, Dunedin",170.4216958,-45.89539577
"2 Thomson Street, Green Island, Dunedin",170.4170955,-45.90052752
"3 Teignmouth Street, Abbotsford, Dunedin",170.4248454,-45.8985347
"28 Torquay Street, Abbotsford, Dunedin",170.4253247,-45.89409445
"61 Torquay Street, Abbotsford, Dunedin",170.4256203,-45.89349987
"14 Torquay Street, Abbotsford, Dunedin",170.4260378,-45.8961946
"55 Lancefield Street, Balaclava, Dunedin",170.4778286,-45.8930076
"29 Binnie Street, Abbotsford, Dunedin",170.4286369,-45.89924313
"2 Edinburgh Street, Green Island, Dunedin",170.4363812,-45.90268263
"7 Domigan Street, Brockville, Dunedin",170.4547383,-45.86913213
"12 Koremata Street, Green Island, Dunedin",170.4490492,-45.90298183
"43 Koremata Street, Green Island, Dunedin",170.4499591,-45.90411203
"132 Ashmore Street, Halfway Bush, Dunedin",170.4627812,-45.85720158
"2 Blake Street, Halfway Bush, Dunedin",170.4625211,-45.85873812
"81 Turnbull Street, Brockville, Dunedin",170.4590914,-45.86468795
"9 Lincoln Street, Halfway Bush, Dunedin",170.4627402,-45.85937972
"234 Brockville Road, Brockville, Dunedin",170.460913,-45.86536332
"74 Wray Street, Brockville, Dunedin",170.4599674,-45.86927238
"81 Wray Street, Brockville, Dunedin",170.4589125,-45.86917483
"20 Mariner Street, Calton Hill, Dunedin",170.4682586,-45.90109858
"67 Mulford Street, Concord, Dunedin",170.4607532,-45.90368307
"70 Mulford Street, Concord, Dunedin",170.462519,-45.90353748
"9 Orr Street, Concord, Dunedin",170.4645653,-45.90499555
"46 Salmond Street, Halfway Bush, Dunedin",170.4707446,-45.85496063
"52 Helensburgh Road, Halfway Bush, Dunedin",170.4746867,-45.86069068
"68 Hood Street, Wakari, Dunedin",170.4743423,-45.86131778
"12 Hector Street, Bradford, Dunedin",170.4668187,-45.87391262
"1 Ipswich Street, Bradford, Dunedin",170.4727842,-45.87133762
"224 Kaikorai Valley Road, Bradford, Dunedin",170.4729095,-45.87163418
"19 Stanley Street, Kenmure, Dunedin",170.4736331,-45.8849067
"24 Stansfield Street, Kenmure, Dunedin",170.4730788,-45.88454103
"22 Thomson Street, Lookout Point, Dunedin",170.4702905,-45.89425415
"29 Mercer Street, Kenmure, Dunedin",170.4675868,-45.88951707
"331 Kenmure Road, Kenmure, Dunedin",170.4672517,-45.88610197
"33 Lindsay Road, Lookout Point, Dunedin",170.4720024,-45.89415782
"37 Barr Street, Kenmure, Dunedin",170.4711477,-45.88854362
"4 Warwick Street, Balaclava, Dunedin",170.4713976,-45.89202723
"116 Sidey Street, Calton Hill, Dunedin",170.4726315,-45.90069995
"12 Panmure Avenue, Calton Hill, Dunedin",170.4673742,-45.89985285
"20 Milburn Street, Corstorphine, Dunedin",170.4737836,-45.9035455
"21 Orr Street, Concord, Dunedin",170.4657149,-45.90466287
"25 Riselaw Road, Calton Hill, Dunedin",170.4669739,-45.89745323
"15 Michie Street, Belleknowes, Dunedin",170.4833042,-45.87283743
"49 Stenhope Crescent, Corstorphine, Dunedin",170.4658448,-45.90806103
"136 Centennial Avenue, Helensburgh, Dunedin",170.4810445,-45.85123807
"33 Derwent Street, Helensburgh, Dunedin",170.4821912,-45.85218177
"147 Helensburgh Road, Wakari, Dunedin",170.4787431,-45.85643252
"195 Taieri Road, Kaikorai, Dunedin",170.4803599,-45.86242787
"3 Edgar Street, Wakari, Dunedin",170.4821325,-45.85977987
"11 Hart Street, Belleknowes, Dunedin",170.4820129,-45.87283142
"20 Kenmure Road, Belleknowes, Dunedin",170.4788803,-45.87409005
"29 County Road, Kaikorai, Dunedin",170.4817336,-45.86533948
"44 Greenock Street, Kaikorai, Dunedin",170.4792287,-45.86533533
"70 Kaikorai Valley Road, Kaikorai, Dunedin",170.4814585,-45.86685378
"46 Newport Street, Belleknowes, Dunedin",170.4792049,-45.87598897
"52 Rosebery Street, Belleknowes, Dunedin",170.4771136,-45.87679417
"88 Kenmure Road, Belleknowes, Dunedin",170.4752247,-45.8764962
"10 Lancefield Street, Balaclava, Dunedin",170.4772466,-45.8920971
"112 Oakwood Avenue, Balaclava, Dunedin",170.4771351,-45.8912617
"17 Appold Street, Maryhill, Dunedin",170.4830396,-45.88779203
"27 Glen Road, Mornington, Dunedin",170.4827985,-45.88565035
"32 Barnes Drive, Caversham, Dunedin",170.4793484,-45.89432878
"63 Forfar Street, Clyde Hill, Dunedin",170.4839519,-45.8918989
"86 Neidpath Road, Mornington, Dunedin",170.4823012,-45.88522373
"14 Fitzroy Street, Caversham, Dunedin",170.4827818,-45.8962696
"19 Cole Street, Caversham, Dunedin",170.4760877,-45.89705498
"2 Ranfurly Street, Caversham, Dunedin",170.4800552,-45.89673963
"42 Marewa Street, Kew, Dunedin",170.4791821,-45.9048193
"133 Middleton Road, Corstorphine, Dunedin",170.4774952,-45.90727258
"55 Oxley Crescent, Broad Bay, Dunedin",170.6342789,-45.84459458
"158 Chapman Street, Wakari, Dunedin",170.4934736,-45.85499097
"6 Blantyre Road, Wakari, Dunedin",170.4854021,-45.85332557
"142 Chapman Street, Wakari, Dunedin",170.4922081,-45.85525288
"73 Walton Street, Kaikorai, Dunedin",170.4908292,-45.86346383
"12 Lawson Street, Roslyn, Dunedin",170.4865295,-45.87254597
"232 Highgate, Roslyn, Dunedin",170.487317,-45.86884553
"32 Tweed Street, Roslyn, Dunedin",170.494626,-45.86626913
"7 Oates Street, Kaikorai, Dunedin",170.4871828,-45.86647833
"5 Grant Street, Dunedin Central, Dunedin",170.4921571,-45.88020235
"97 Russell Street, Dunedin Central, Dunedin",170.4903818,-45.8760889
"9 McGeorge Avenue, Mornington, Dunedin",170.4865874,-45.88405417
"51 Maitland Street, Dunedin Central, Dunedin",170.4942317,-45.88576828
"25 Wesley Street, South Dunedin, Dunedin",170.49399,-45.8963517
"35 Nelson Street, Forbury, Dunedin",170.4887598,-45.89905182
"68 Wesley Street, South Dunedin, Dunedin",170.494995,-45.89798577
"89 Forbury Road, Saint Clair, Dunedin",170.4874934,-45.90320175
"8 Wilson Avenue, Saint Clair, Dunedin",170.4885175,-45.90440562
"152 Victoria Road, Saint Clair, Dunedin",170.4942454,-45.90958392
"16 Esplanade, Saint Clair, Dunedin",170.4892473,-45.9120253
"190 Forbury Road, Saint Clair, Dunedin",170.4878498,-45.90878027
"82 Sidey Street, Calton Hill, Dunedin",170.4749421,-45.90001138
"59 Bedford Street, Saint Clair, Dunedin",170.4870371,-45.91246528
"61 Beach Street, Saint Clair, Dunedin",170.4866139,-45.9108736
"9 Ings Avenue, Saint Clair, Dunedin",170.4889443,-45.90741107
"3 Cairnhill Street, Maori Hill, Dunedin",170.5014721,-45.85308185
"19 Claremont Street, Maori Hill, Dunedin",170.4972576,-45.86218423
"34 Grendon Street, Maori Hill, Dunedin",170.5001988,-45.86012998
"581 Highgate, Maori Hill, Dunedin",170.4993724,-45.85833817
"196 Cargill Street, Dunedin Central, Dunedin",170.4967125,-45.87261475
"67 Evans Street, Opoho, Dunedin",170.5293986,-45.85371858
"277 High Street, Dunedin Central, Dunedin",170.4962812,-45.87966142
"28 Lees Street, Dunedin Central, Dunedin",170.4956933,-45.88465777
"23 Braemar Street, South Dunedin, Dunedin",170.5018507,-45.89361252
"3 Braemar Street, South Dunedin, Dunedin",170.5010162,-45.89261697
"5 Phillips Street, Kensington, Dunedin",170.4951499,-45.89070468
"101 Bay View Road, South Dunedin, Dunedin",170.5000966,-45.90110703
"117 Macandrew Road, South Dunedin, Dunedin",170.4984893,-45.89757305
"15 Arney Street, South Dunedin, Dunedin",170.5043469,-45.89867598
"1 Crete Street, Saint Kilda, Dunedin",170.5031844,-45.90317478
"101 Kaikorai Valley Road, Glenross, Dunedin",170.4804047,-45.86850402
"36 Moreau Street, Saint Kilda, Dunedin",170.4986735,-45.9042127
"47 Kirkcaldy Street, South Dunedin, Dunedin",170.495685,-45.9017035
"22 Dover Street, Liberton, Dunedin",170.5147242,-45.84340697
"185 Gladstone Road, Dalmore, Dunedin",170.5132946,-45.8490253
"20 Braeview Crescent, Maori Hill, Dunedin",170.505882,-45.85479627
"230 Leith Street, North Dunedin, Dunedin",170.51354,-45.868016
"9 Queen Street, North Dunedin, Dunedin",170.5067148,-45.86607
"10 Grove Street, Saint Kilda, Dunedin",170.5051499,-45.8996229
"1 Douglas Street, Saint Kilda, Dunedin",170.5068261,-45.90410685
"42 Grove Street, Saint Kilda, Dunedin",170.506991,-45.9017994
"12 Forrester Avenue, Liberton, Dunedin",170.5195383,-45.8436798
"54 Campbells Road, Pine Hill, Dunedin",170.5235616,-45.83955803
"18 Gladstone Road, North East Valley, Dunedin",170.5180634,-45.85409712
"24 Chambers Street, North East Valley, Dunedin",170.5243232,-45.853246
"26 Allenby Avenue, Liberton, Dunedin",170.5163777,-45.84823053
"27 Wilkinson Street, Liberton, Dunedin",170.5194085,-45.84636885
"42 Wilkinson Street, Liberton, Dunedin",170.5200593,-45.8475317
"45 Barclay Street, Liberton, Dunedin",170.5199609,-45.84865942
"181 Dundas Street, North Dunedin, Dunedin",170.5228341,-45.86383972
"33 Howe Street, North Dunedin, Dunedin",170.5153682,-45.85961532
"542 Leith Street, North Dunedin, Dunedin",170.5181285,-45.85919625
"610 Castle Street, North Dunedin, Dunedin",170.515933,-45.86075532
"19 Danube Street, Vauxhall, Dunedin",170.5233717,-45.88850287
"27 Sunshine Lane, Musselburgh, Dunedin",170.5156558,-45.89470087
"34 Glendevon Place, Vauxhall, Dunedin",170.5246867,-45.889283
"45 Rewa Street, Musselburgh, Dunedin",170.5161452,-45.89497573
"5 Danube Street, Vauxhall, Dunedin",170.5244041,-45.88867108
"15 Braeside, Kinmont Park, Mosgiel",170.3494253,-45.8942188
"45 Lochend Street, Musselburgh, Dunedin",170.5199836,-45.89862135
"6 Alton Avenue, Musselburgh, Dunedin",170.5155055,-45.89950318
"29 Dalrymple Street, Pine Hill, Dunedin",170.5268503,-45.83976745
"12 Northumberland Street, North East Valley, Dunedin",170.5260457,-45.84943007
"27 James Street, North East Valley, Dunedin",170.5310294,-45.8503397
"30 Carr Street, North East Valley, Dunedin",170.5269964,-45.84781823
"38 Crown Street, North East Valley, Dunedin",170.525525,-45.84787257
"63 Craigleith Street, North East Valley, Dunedin",170.5270625,-45.85359007
"7 Selwyn Street, North East Valley, Dunedin",170.5293859,-45.84870235
"123 Larnach Road, Vauxhall, Dunedin",170.5297612,-45.88474852
"127 Larnach Road, Vauxhall, Dunedin",170.5301415,-45.8847022
"16 Somerville Street, Andersons Bay, Dunedin",170.5286716,-45.89378757
"17 Woodside Terrace, Andersons Bay, Dunedin",170.5319734,-45.8936035
"18 Cornwall Street, Vauxhall, Dunedin",170.525535,-45.88678853
"20 Eastbank Street, Waverley, Dunedin",170.5300058,-45.88890363
"52 Tomahawk Road, Andersons Bay, Dunedin",170.5316212,-45.89981722
"58 Tomahawk Road, Andersons Bay, Dunedin",170.532253,-45.89979515
"136 Rolla Street, Normanby, Dunedin",170.5439273,-45.84381307
"25 Tannadice Street, Normanby, Dunedin",170.5404633,-45.84263907
"4 Rhodes Terrace, North East Valley, Dunedin",170.5376174,-45.84666923
"8 Montague Street, North East Valley, Dunedin",170.5374567,-45.84618823
"21 Moodie Street, Shiel Hill, Dunedin",170.5411082,-45.88471982
"30 Scobie Road, Waverley, Dunedin",170.5376511,-45.88341905
"36 McKerrow Street, Shiel Hill, Dunedin",170.5427182,-45.88430865
"102 Highcliff Road, Andersons Bay, Dunedin",170.5383731,-45.89417287
"11 Aytoun Street, Shiel Hill, Dunedin",170.5400984,-45.89067235
"120 Highcliff Road, Shiel Hill, Dunedin",170.5393884,-45.89328673
"152 Somerville Street, Waverley, Dunedin",170.5357659,-45.88809997
"160 Somerville Street, Waverley, Dunedin",170.5362909,-45.88811367
"1 Brugh Place, Waverley, Dunedin",170.5379541,-45.88964788
"256 Highcliff Road, Shiel Hill, Dunedin",170.5437089,-45.88693808
"47 Moodie Street, Shiel Hill, Dunedin",170.5435975,-45.88512403
"60 McKerrow Street, Shiel Hill, Dunedin",170.5445221,-45.88502697
"12 Puketai Street, Andersons Bay, Dunedin",170.5366993,-45.89657583
"19 Stirling Street, Andersons Bay, Dunedin",170.5353388,-45.89973593
"42 Spencer Street, Andersons Bay, Dunedin",170.5373454,-45.89980505
"10 Matai Street, Ravensbourne, Dunedin",170.548871,-45.86341937
"17 Taupo Street, Ravensbourne, Dunedin",170.5513912,-45.86446652
"8 Matai Street, Ravensbourne, Dunedin",170.5486363,-45.86346127
"346 Portobello Road, The Cove, Dunedin",170.5644988,-45.8796146
"14 Rotoiti Street, Maia, Dunedin",170.5655009,-45.8617294
"5 Tui Street, Saint Leonards, Dunedin",170.5804232,-45.84225393
"15 Robin Lane, Saint Leonards, Dunedin",170.5773637,-45.84536692
"17 Jane Street, Macandrew Bay, Dunedin",170.5936378,-45.87346395
"241 Gladstone Road North, Mosgiel",170.3799733,-45.87766282
"30 Hugh Street, Sawyers Bay, Dunedin",170.6019279,-45.81578732
"39 Stevenson Avenue, Sawyers Bay, Dunedin",170.6028534,-45.81796857
"55 Hall Road, Sawyers Bay, Dunedin",170.5971436,-45.81583378
"90 Stevenson Avenue, Sawyers Bay, Dunedin",170.6005566,-45.81913725
"10 Kilgour Street, Roseneath, Dunedin",170.6002335,-45.82682388
"13 Luss Road, Company Bay, Dunedin",170.6016295,-45.85444595
"14 Wharfdale Street, Macandrew Bay, Dunedin",170.5994733,-45.86733972
"4 Margate Avenue, Broad Bay, Dunedin",170.6301922,-45.84666457
"250 Main South Road, Green Island, Dunedin",170.4243391,-45.9037577
"42 Ward Street, Dunedin Central, Dunedin",170.5128851,-45.87403568
"1A Highcliff Road, Andersons Bay, Dunedin",170.531632,-45.89680698
"347B Highgate, Roslyn, Dunedin",170.491923,-45.86582093
"1/6 Glasgow Street, Mosgiel",170.346779,-45.87466603
"47B Martin Road, Fairfield, Dunedin",170.3917763,-45.89716957
"66A Dunrobin Street, Waverley, Dunedin",170.5340689,-45.88384203
"121A Richardson Street, Saint Kilda, Dunedin",170.4937234,-45.90712162
"6B Rugby Street, Saint Kilda, Dunedin",170.5108144,-45.89906397
"12A Wingatui Road, Mosgiel",170.3773541,-45.87763803
"29B Highgate, Belleknowes, Dunedin",170.4801481,-45.87215293
"1A Burkes Drive, Saint Leonards, Dunedin",170.568686,-45.858259
"49A Nairn Street, Kaikorai, Dunedin",170.4869943,-45.86383097
"12A Hagart-Alexander Drive, Mosgiel",170.3666671,-45.87212023
"3/7 Liverpool Street, Dunedin Central, Dunedin",170.5020037,-45.87923558
"66K MacLaggan Street, Dunedin Central, Dunedin",170.4968935,-45.87772672
"1/11 Heriot Row, Dunedin Central, Dunedin",170.5040206,-45.86831023
"10C Vogel Street, Dunedin Central, Dunedin",170.5034966,-45.87835455
"7B Tay Street, Mosgiel",170.3451583,-45.87279205
"149B Bay View Road, South Dunedin, Dunedin",170.495357,-45.90349822
"149D Bay View Road, South Dunedin, Dunedin",170.4955288,-45.90342578
"26E Church Street, Mosgiel",170.3507644,-45.87705107
"28C Cooper Street, Mornington, Dunedin",170.4827275,-45.88683808
"185B Gordon Road, Mosgiel",170.3462758,-45.87057267
"94C Harbour Terrace, North Dunedin, Dunedin",170.5201501,-45.86468935
"38B King Street, Mosgiel",170.3514114,-45.88379157
"37B Littlebourne Road, Roslyn, Dunedin",170.4960186,-45.86745907
"57A Marlow Street, Saint Kilda, Dunedin",170.5173656,-45.90207092
"25A Prince Albert Road, Saint Kilda, Dunedin",170.5051276,-45.90058355
"8A Scobie Road, Waverley, Dunedin",170.5386265,-45.88397355
"22A Shand Street, Green Island, Dunedin",170.4299837,-45.90283293
"64A Dalgety Street, Saint Kilda, Dunedin",170.5020218,-45.90642437
"49B Duncan Street, Dunedin Central, Dunedin",170.4939789,-45.87562373
"787B George Street, North Dunedin, Dunedin",170.5104831,-45.86067843
"65B Opoho Road, North East Valley, Dunedin",170.5237374,-45.85606257
"15E Prince Albert Road, Saint Kilda, Dunedin",170.5047172,-45.90011907
"32C Shand Street, Green Island, Dunedin",170.4292795,-45.90310408
"1A Station Road, Sawyers Bay, Dunedin",170.6018802,-45.8186677
"137 Riselaw Road, Calton Hill, Dunedin",170.4707841,-45.90329907
"199 Main South Road, Green Island, Dunedin",170.4292931,-45.90184707
"63 Queen Street, North Dunedin, Dunedin",170.5082418,-45.86341982
"106 Riccarton Road East, Saddle Hill, Dunedin",170.3373861,-45.90563393
"16 Hislop Street, Liberton, Dunedin",170.5178941,-45.84721207
"180 Surrey Street, Saint Clair, Dunedin",170.4895841,-45.90318203
"24 City Road, Roslyn, Dunedin",170.4915259,-45.86922703
"5 Glasgow Street, South Dunedin, Dunedin",170.4979389,-45.89381593
"185B Main South Road, Green Island, Dunedin",170.4317295,-45.90118372
"311A Highcliff Road, Highcliff, Dunedin",170.548941,-45.884387
"350A Pine Hill Road, Liberton, Dunedin",170.5179063,-45.84438067
"8A Scotland Terrace, Green Island, Dunedin",170.44159,-45.90271812
"36 Bath Street, Dunedin Central, Dunedin",170.5048019,-45.87419413
"8 The Octagon, Dunedin Central, Dunedin",170.5043948,-45.87394905
"64 George Street, Dunedin Central, Dunedin",170.5043184,-45.87319107
"73 Great King Street, Dunedin Central, Dunedin",170.5065346,-45.87231895
"9 Vampire Road, Waldronville, Dunedin",170.4022336,-45.92477433
"12 Craighall Crescent, Wakari, Dunedin",170.4875382,-45.85889385
"31A Currie Street, Port Chalmers, Dunedin",170.6201291,-45.81781372
"97A Wickliffe Terrace, Port Chalmers, Dunedin",170.617462,-45.82220712
"44 Edith Street, Fairfield, Dunedin",170.3967509,-45.90656048
"22 Gladstone Road South, Mosgiel",170.3504136,-45.88685718
"50 Glenbrook Drive, Mosgiel",170.3632607,-45.87237138
"85J Victoria Road, Saint Kilda, Dunedin",170.5079915,-45.9071889
"7A Alva Street, Dunedin Central, Dunedin",170.488592,-45.88232038
"6 Finch Street, Saint Leonards, Dunedin",170.5719196,-45.8543487
"224 Helensburgh Road, Wakari, Dunedin",170.4836527,-45.85382753
"202 Somerville Street, Shiel Hill, Dunedin",170.5404946,-45.8867131
"62 Carroll Street, Dunedin Central, Dunedin",170.4967708,-45.88134367
"22 Carnarvon Street, Belleknowes, Dunedin",170.4793342,-45.87488947
"9 Alison Crescent, Belleknowes, Dunedin",170.4846061,-45.87408597
