full_address,shape_X,shape_Y
"125 Riselaw Road, Calton Hill, Dunedin",170.4704777,-45.90244537
"40 Corstorphine Road, Corstorphine, Dunedin",170.4743225,-45.90118615
"57 Riselaw Road, Calton Hill, Dunedin",170.4687457,-45.8990227
"132 Centennial Avenue, Helensburgh, Dunedin",170.4808409,-45.85145735
"204 Helensburgh Road, Wakari, Dunedin",170.4823945,-45.85450912
"20 Swanson Street, Kaikorai, Dunedin",170.4803473,-45.86493473
"249 Taieri Road, Wakari, Dunedin",170.4780894,-45.85982432
"64 Beresford Street, Wakari, Dunedin",170.4841934,-45.86145303
"7 Forresbank Avenue, Wakari, Dunedin",170.4822385,-45.85732823
"19 Beta Street, Belleknowes, Dunedin",170.4797072,-45.87206747
"20 Hart Street, Belleknowes, Dunedin",170.4825842,-45.87247417
"24 Beta Street, Belleknowes, Dunedin",170.4791475,-45.87223463
"44 Gamma Street, Belleknowes, Dunedin",170.4772896,-45.87273457
"4 Falcon Street, Roslyn, Dunedin",170.4846169,-45.86956555
"7 Gowry Place, Kaikorai, Dunedin",170.4838235,-45.86876322
"13 Granville Terrace, Belleknowes, Dunedin",170.482296,-45.87625563
"15 Peel Street, Mornington, Dunedin",170.4845676,-45.88340947
"19 Rosebery Street, Belleknowes, Dunedin",170.4788797,-45.87748252
"29 Beaumont Road, Belleknowes, Dunedin",170.4804716,-45.87743593
"3 Ventnor Street, Mornington, Dunedin",170.4758307,-45.88467037
"50 Argyle Street, Mornington, Dunedin",170.4793101,-45.88475755
"52 Lawrence Street, Mornington, Dunedin",170.4793916,-45.88327287
"5 Galloway Street, Mornington, Dunedin",170.4779859,-45.88375205
"6 Haig Street, Mornington, Dunedin",170.4824969,-45.88315323
"6 Whitby Street, Mornington, Dunedin",170.4791072,-45.88218405
"108 Maryhill Terrace, Maryhill, Dunedin",170.4840645,-45.88953502
"11 Picardy Street, Maryhill, Dunedin",170.4782914,-45.88752803
"127 Glenpark Avenue, Maryhill, Dunedin",170.4794122,-45.88862605
"212 South Road, Caversham, Dunedin",170.4845199,-45.89464545
"31 Crosby Street, Mornington, Dunedin",170.4776819,-45.88616122
"33 Appold Street, Maryhill, Dunedin",170.4841,-45.88826415
"25 Oates Street, Kaikorai, Dunedin",170.4859928,-45.86725033
"2 Dornoch Street, Kew, Dunedin",170.4789415,-45.90329522
"398 South Road, Caversham, Dunedin",170.4755335,-45.89625632
"44 College Street, Caversham, Dunedin",170.4785019,-45.89853528
"45 Murray Street, Caversham, Dunedin",170.481126,-45.90133095
"53 Peter Street, Caversham, Dunedin",170.4776571,-45.8994632
"87 Skibo Street, Kew, Dunedin",170.4780507,-45.9038491
"8 Corstorphine Road, Corstorphine, Dunedin",170.47731,-45.9007634
"96 Easther Crescent, Kew, Dunedin",170.4844501,-45.9037983
"51 Ravenswood Road, Saint Clair, Dunedin",170.4829538,-45.90870392
"187 Burt Street, Wakari, Dunedin",170.4919647,-45.85616773
"1 Font Street, Kaikorai, Dunedin",170.4890708,-45.8644155
"48 Mayfield Avenue, Wakari, Dunedin",170.485096,-45.85627562
"31 Leven Street, Roslyn, Dunedin",170.4881211,-45.87012987
"363 Stuart Street, Roslyn, Dunedin",170.4932865,-45.86812193
"111 Leckhampton Court, The Glen, Dunedin",170.4860828,-45.88915248
"84 South Road, The Glen, Dunedin",170.4904857,-45.89163702
"88 Eglinton Road, Mornington, Dunedin",170.4894163,-45.88602987
"16 Baker Street, Caversham, Dunedin",170.4875678,-45.89519933
"179 Surrey Street, Saint Clair, Dunedin",170.4901171,-45.90311622
"5 Ronay Street, Bradford, Dunedin",170.4629283,-45.87445233
"24 Nelson Street, Forbury, Dunedin",170.4878825,-45.8984919
"34 Bathgate Street, South Dunedin, Dunedin",170.4949575,-45.89677365
"41 Baker Street, Caversham, Dunedin",170.4878894,-45.89619523
"58 Eastbourne Street, Caversham, Dunedin",170.4879809,-45.89712575
"590 Hillside Road, Caversham, Dunedin",170.4860797,-45.89813495
"158 Victoria Road, Saint Clair, Dunedin",170.4936935,-45.90974125
"163 Victoria Road, Saint Clair, Dunedin",170.493058,-45.9101785
"19 Waterloo Street, Saint Kilda, Dunedin",170.4947193,-45.90612772
"28 Hobson Street, Saint Clair, Dunedin",170.4860811,-45.90913952
"15 Lynn Street, Maori Hill, Dunedin",170.495268,-45.85974072
"17 Henry Street, Maori Hill, Dunedin",170.5044912,-45.85746032
"40 Drivers Road, Maori Hill, Dunedin",170.5024646,-45.85937463
"9 Sim Street, Maori Hill, Dunedin",170.4992649,-45.85806222
"74 Cargill Street, Dunedin Central, Dunedin",170.5012803,-45.87105693
"7 Bath Street, Dunedin Central, Dunedin",170.5047964,-45.87345825
"6 Upper Junction Road, Upper Junction, Dunedin",170.5684536,-45.82847758
"16 Canongate, Dunedin Central, Dunedin",170.498266,-45.87633783
"175 Rattray Street, Dunedin Central, Dunedin",170.5004887,-45.87728045
"69 Warden Street, Opoho, Dunedin",170.5314495,-45.8545303
"3 Phillips Street, Kensington, Dunedin",170.4950664,-45.89060988
"10 Dick Street, South Dunedin, Dunedin",170.4954901,-45.89913088
"10 Hall Street, South Dunedin, Dunedin",170.5001352,-45.89879975
"16 Hargest Crescent, Saint Kilda, Dunedin",170.4975663,-45.90425908
"20 Prince Albert Road, Saint Kilda, Dunedin",170.5041606,-45.90040948
"20 Scott Street, Saint Kilda, Dunedin",170.5043832,-45.9031621
"21 Moreau Street, Saint Kilda, Dunedin",170.4993107,-45.90441847
"21 Hall Street, South Dunedin, Dunedin",170.5001931,-45.89931515
"22 Douglas Street, Saint Kilda, Dunedin",170.5047353,-45.90468235
"259 Oxford Street, South Dunedin, Dunedin",170.4970045,-45.9010038
"2 Mills Street, Saint Kilda, Dunedin",170.5016816,-45.90078173
"30 Fingall Street, South Dunedin, Dunedin",170.5043065,-45.89654033
"36 Dalgety Street, Saint Kilda, Dunedin",170.4994462,-45.90336705
"42 Calder Street, Saint Kilda, Dunedin",170.5003347,-45.90234645
"4 Mills Street, Saint Kilda, Dunedin",170.5017855,-45.9008989
"43 Plunket Street, Saint Kilda, Dunedin",170.5004765,-45.90711918
"10 Allenby Avenue, Liberton, Dunedin",170.51498,-45.84797603
"45 Raynbird Street, Company Bay, Dunedin",170.6034398,-45.85395052
"32 Fea Street, Dalmore, Dunedin",170.511505,-45.85078138
"12 Howe Street, North Dunedin, Dunedin",170.5131496,-45.85873995
"2 Willowbank, North Dunedin, Dunedin",170.5147524,-45.85516638
"3 Inverleith Street, North Dunedin, Dunedin",170.5133054,-45.85558135
"50 Barr Street, Kenmure, Dunedin",170.4709166,-45.88760808
"756 Highgate, Maori Hill, Dunedin",170.5062056,-45.85650562
"27 Clifford Street, Dalmore, Dunedin",170.5124581,-45.85248208
"14 Ethel Benjamin Place, North Dunedin, Dunedin",170.5118761,-45.8679208
"28 Gladstone Road, North East Valley, Dunedin",170.5177263,-45.85374862
"21 London Street, Dunedin Central, Dunedin",170.5058631,-45.86813252
"25 Ethel Benjamin Place, North Dunedin, Dunedin",170.5118752,-45.86870132
"38 Grange Street, Dunedin Central, Dunedin",170.5118568,-45.86957408
"13 Musselburgh Rise, Musselburgh, Dunedin",170.51186,-45.89837132
"18 Rona Street, Saint Kilda, Dunedin",170.514661,-45.90030148
"20 Ascot Street, Saint Kilda, Dunedin",170.5109352,-45.90054892
"41 Ascot Street, Saint Kilda, Dunedin",170.5112908,-45.9023075
"477 Andersons Bay Road, South Dunedin, Dunedin",170.5068458,-45.89600882
"140 Norwood Street, Normanby, Dunedin",170.5505585,-45.83889312
"65 Ascot Street, Saint Kilda, Dunedin",170.5112182,-45.90447242
"1 Abbotts Hill Road, Abbotsford, Dunedin",170.4194983,-45.89291245
"10 Watkin Street, Pine Hill, Dunedin",170.5227181,-45.84077232
"15 Forrester Avenue, Liberton, Dunedin",170.5193781,-45.84312417
"29 Wilkinson Street, Liberton, Dunedin",170.5195612,-45.84647493
"33 Truby King Crescent, Liberton, Dunedin",170.521458,-45.84665608
"8 Cornhill Street, North East Valley, Dunedin",170.519735,-45.85395783
"126 Dundas Street, North Dunedin, Dunedin",170.5191385,-45.86251637
"915 Cumberland Street, North Dunedin, Dunedin",170.5155422,-45.85851048
"27 Rewa Street, Musselburgh, Dunedin",170.5174696,-45.894734
"100 Marlow Street, Musselburgh, Dunedin",170.5207532,-45.90004698
"121 Evans Street, Opoho, Dunedin",170.5333981,-45.8518992
"142 North Road, North East Valley, Dunedin",170.5250808,-45.85111257
"20 Crown Street, North East Valley, Dunedin",170.5267146,-45.8487237
"37 Islington Street, North East Valley, Dunedin",170.5271599,-45.85213157
"2 Brighton Road, Green Island, Dunedin",170.4232814,-45.90388762
"60 Signal Hill Road, Opoho, Dunedin",170.5303028,-45.85482828
"81 Evans Street, Opoho, Dunedin",170.5304043,-45.85303735
"11 Balmoral Street, Opoho, Dunedin",170.5274444,-45.85648482
"12 Doon Street, Vauxhall, Dunedin",170.5284151,-45.88336568
"14 Glengyle Street, Vauxhall, Dunedin",170.5282534,-45.88439268
"20 Glengyle Street, Vauxhall, Dunedin",170.5273837,-45.8846838
"11 Ballantyne Street, Waverley, Dunedin",170.5297395,-45.88957815
"15 Challis Street, Vauxhall, Dunedin",170.5258502,-45.88631652
"2 Everton Road, Andersons Bay, Dunedin",170.5346745,-45.88944528
"35 Belford Street, Waverley, Dunedin",170.5278039,-45.89008533
"42 Marne Street, Andersons Bay, Dunedin",170.5266002,-45.89144282
"5 Kipling Street, Waverley, Dunedin",170.5317098,-45.88751647
"108 Tomahawk Road, Andersons Bay, Dunedin",170.5341137,-45.90163358
"10 Norman Street, Tainui, Dunedin",170.5266143,-45.9016279
"1 Hunt Street, Andersons Bay, Dunedin",170.5314236,-45.89913895
"26 Highcliff Road, Andersons Bay, Dunedin",170.5334344,-45.8967189
"3 Elliot Street, Andersons Bay, Dunedin",170.5260786,-45.89640433
"70 Bayfield Road, Andersons Bay, Dunedin",170.5283434,-45.89908723
"99 Tomahawk Road, Andersons Bay, Dunedin",170.5348005,-45.90150548
"57 Norwood Street, Normanby, Dunedin",170.5447121,-45.8420325
"9 Morton Street, Normanby, Dunedin",170.5419154,-45.84445473
"179 Signal Hill Road, Opoho, Dunedin",170.5388336,-45.85136608
"27 Grandview Crescent, Opoho, Dunedin",170.5356307,-45.85315898
"3 Lucan Street, North East Valley, Dunedin",170.5359322,-45.84897205
"5 McGregor Street, Opoho, Dunedin",170.5362525,-45.8512729
"7 McGregor Street, Opoho, Dunedin",170.5357868,-45.85152592
"51 Scobie Road, Waverley, Dunedin",170.5360374,-45.88282972
"28 Elliffe Place, Shiel Hill, Dunedin",170.5372546,-45.8905575
"2 Cawdor Place, Waverley, Dunedin",170.5368278,-45.88801672
"48 Tower Avenue, Waverley, Dunedin",170.5373656,-45.88517322
"56 Every Street, Andersons Bay, Dunedin",170.5350395,-45.89253385
"10 Coalstage Road, Kinmont Park, Mosgiel",170.3708572,-45.90102317
"3 Totara Street, Ravensbourne, Dunedin",170.5524917,-45.8650355
"19 Irvine Road, The Cove, Dunedin",170.5511016,-45.88062892
"74 Oregon Street, Ocean Grove, Dunedin",170.5507204,-45.90410177
"108 Manapouri Street, Maia, Dunedin",170.5637142,-45.86109303
"48 Manapouri Street, Ravensbourne, Dunedin",170.5553532,-45.86303002
"5 Seddon Street, Ravensbourne, Dunedin",170.5581482,-45.86301048
"91 Manapouri Street, Maia, Dunedin",170.5607665,-45.86155108
"10 Edna Street, Ocean View, Dunedin",170.3410934,-45.93962917
"6 Robin Lane, Saint Leonards, Dunedin",170.5775733,-45.845203
"80 Hall Road, Sawyers Bay, Dunedin",170.5951634,-45.81403347
"14 Freyberg Avenue, Sawyers Bay, Dunedin",170.6023727,-45.82034592
"57 Hall Road, Sawyers Bay, Dunedin",170.5969728,-45.81572613
"20 Downes Road, Roseneath, Dunedin",170.5959801,-45.827981
"12 Gorman Street, Macandrew Bay, Dunedin",170.6001939,-45.86451027
"24 Mission Cove, Company Bay, Dunedin",170.5992683,-45.85944615
"10 Greenacres Street, Macandrew Bay, Dunedin",170.5990369,-45.86963962
"18 Harbour Terrace, Careys Bay, Dunedin",170.6207765,-45.80916853
"339 Gordon Road, Mosgiel",170.3378103,-45.85760953
"20 Magnetic Street, Port Chalmers, Dunedin",170.6218233,-45.81985242
"681 Portobello Road, Broad Bay, Dunedin",170.6198807,-45.8488311
"6 Glasgow Street, Mosgiel",170.3469332,-45.8747374
"33 Old Brighton Road, Fairfield, Dunedin",170.3963371,-45.90181303
"19 Kayforce Road, Ocean View, Dunedin",170.3383911,-45.93548305
"8 Hereford Street, Roslyn, Dunedin",170.487918,-45.86758598
"34 Glenpark Avenue, Mornington, Dunedin",170.481456,-45.88371297
"20 Wavy Knowes Drive, Fairfield, Dunedin",170.4021821,-45.91631803
"271 Leith Street, North Dunedin, Dunedin",170.5149661,-45.86661975
"1 Market Street, Saint Kilda, Dunedin",170.506738,-45.90281993
"200 King Edward Street, South Dunedin, Dunedin",170.4996808,-45.89464135
"7 City Road, Roslyn, Dunedin",170.490458,-45.86983398
"41 Forfar Street, Clyde Hill, Dunedin",170.4836779,-45.89280098
"12 Blackford Street, Balaclava, Dunedin",170.4670035,-45.8917277
"268 Oxford Street, South Dunedin, Dunedin",170.4965841,-45.9009013
"42 Glenbrook Drive, Mosgiel",170.3632367,-45.87226592
"1 Finch Street, Saint Leonards, Dunedin",170.572762,-45.85441035
"8 Aitken Place, Mornington, Dunedin",170.48239,-45.88348198
"8 Cranley Street, Musselburgh, Dunedin",170.5160506,-45.89927578
"706 Cumberland Street, North Dunedin, Dunedin",170.5126208,-45.86462773
"370 George Street, Dunedin Central, Dunedin",170.5070001,-45.86864855
"60 Harbour Terrace, North Dunedin, Dunedin",170.5194986,-45.86611263
"137 Highcliff Road, Shiel Hill, Dunedin",170.5394945,-45.89217828
"22 Melbourne Street, South Dunedin, Dunedin",170.5047269,-45.89614237
"6 Teviot Street, South Dunedin, Dunedin",170.5086583,-45.89609173
"55 Ward Street, Dunedin Central, Dunedin",170.5130669,-45.8733129
"115 Cumberland Street, Dunedin Central, Dunedin",170.5030777,-45.88056803
"16 Mechanic Street, North East Valley, Dunedin",170.5267014,-45.85121775
"11 White Hart Lane, Mosgiel",170.3768628,-45.87677192
"122 Main South Road, Green Island, Dunedin",170.442781,-45.90228095
"31 Devon Street, Dunedin Central, Dunedin",170.5141269,-45.87657598
"176 Malvern Street, Woodhaugh, Dunedin",170.5065011,-45.847076
"27 Paterson Road, Mosgiel",170.38723,-45.87834202
"69 Ardmore Drive, Kensington, Dunedin",170.496378,-45.89001003
"104 Rosebank Avenue, Wakari, Dunedin",170.4891969,-45.85558895
"267 Princes Street, Dunedin Central, Dunedin",170.5018834,-45.87818522
"30 Baker Street, Caversham, Dunedin",170.488473,-45.89630198
"5 Grandvista Drive, Green Island, Dunedin",170.419071,-45.89596293
"598 Great King Street, North Dunedin, Dunedin",170.5120485,-45.8617489
"198 Upper Junction Road, Sawyers Bay, Dunedin",170.5900665,-45.82422767
"132 Dundas Street, North Dunedin, Dunedin",170.5195759,-45.86237493
"453 Princes Street, Dunedin Central, Dunedin",170.500034,-45.88109488
"359 Leith Street, North Dunedin, Dunedin",170.5165753,-45.86376288
"48 Martin Road, Fairfield, Dunedin",170.3920094,-45.89797193
"43 Edith Street, Fairfield, Dunedin",170.3947633,-45.9062964
"20 Teignmouth Street, Abbotsford, Dunedin",170.4238684,-45.89666717
"39 Waldron Crescent, Green Island, Dunedin",170.4233492,-45.90021628
"6 Watson Street, Green Island, Dunedin",170.4180605,-45.90257688
"18 Brooklyn Street, Green Island, Dunedin",170.422224,-45.90778887
"34 Elwyn Crescent, Green Island, Dunedin",170.4223532,-45.91060328
"11 Exeter Street, Abbotsford, Dunedin",170.4256576,-45.8964986
"196 Main South Road, Green Island, Dunedin",170.431565,-45.90171823
"5 Leven Street, Roslyn, Dunedin",170.4868039,-45.86959092
"10 Boomer Street, Green Island, Dunedin",170.4401924,-45.8997955
"140 Main South Road, Green Island, Dunedin",170.4401153,-45.90194048
"16 Rennie Street, Green Island, Dunedin",170.4350425,-45.9031935
"213 Dalziel Road, Brockville, Dunedin",170.4506075,-45.8678491
"17 Turner Street, Halfway Bush, Dunedin",170.4633736,-45.85281497
"19 Cockerell Street, Brockville, Dunedin",170.4634639,-45.86638488
"21 Statham Street, Brockville, Dunedin",170.4580912,-45.86985512
"43 Caldwell Street, Brockville, Dunedin",170.4567028,-45.86516695
"32 Columba Avenue, Calton Hill, Dunedin",170.4634228,-45.89750593
"4 Roy Crescent, Concord, Dunedin",170.4561144,-45.90588948
"42 Gilkison Street, Halfway Bush, Dunedin",170.4690171,-45.85362503
"61 Glenross Street, Glenross, Dunedin",170.4733704,-45.86557323
"69 Hocken Street, Kenmure, Dunedin",170.4704252,-45.88242222
"72 Havelock Street, Kenmure, Dunedin",170.4742453,-45.88061872
"21 Mornington Road, Balaclava, Dunedin",170.4710967,-45.89106063
"31 Mornington Road, Balaclava, Dunedin",170.4703063,-45.89067302
"43 Barr Street, Kenmure, Dunedin",170.4708798,-45.88849318
"4 Leary Street, Kenmure, Dunedin",170.468224,-45.88920422
"117 Caversham Valley Road, Calton Hill, Dunedin",170.468726,-45.89581468
"11 Cuba Street, Calton Hill, Dunedin",170.4719314,-45.8999156
"125 Caversham Valley Road, Calton Hill, Dunedin",170.4680855,-45.8959169
"12 Nottingham Crescent, Calton Hill, Dunedin",170.4739932,-45.89929922
"152 Caversham Valley Road, Calton Hill, Dunedin",170.4666045,-45.89578223
"421 South Road, Caversham, Dunedin",170.4738499,-45.89703853
"84 Panmure Avenue, Calton Hill, Dunedin",170.4675282,-45.90189247
"9 Columba Avenue, Calton Hill, Dunedin",170.4659263,-45.89811905
"148 Corstorphine Road, Corstorphine, Dunedin",170.4697241,-45.90697532
"75 Clermiston Avenue, Corstorphine, Dunedin",170.4722198,-45.90691318
"185 Helensburgh Road, Wakari, Dunedin",170.4808217,-45.85495032
"18 Hood Street, Wakari, Dunedin",170.4771903,-45.8625286
"10 Culloden Street, Kaikorai, Dunedin",170.4814123,-45.86598237
"18 Beta Street, Belleknowes, Dunedin",170.4793164,-45.87184138
"27 Lundie Street, Kaikorai, Dunedin",170.482432,-45.86957647
"172 Eglinton Road, Mornington, Dunedin",170.4826176,-45.88201517
"23 Durham Street, Mornington, Dunedin",170.4772239,-45.88243115
"24 Parkhill Avenue, Mornington, Dunedin",170.4829268,-45.88064367
"25 Harcourt Street, Belleknowes, Dunedin",170.4845145,-45.87562842
"32 Galloway Street, Mornington, Dunedin",170.4764338,-45.88296438
"44 Elgin Road, Mornington, Dunedin",170.4752777,-45.88303777
"45 Hawthorn Avenue, Mornington, Dunedin",170.4795307,-45.88028245
"52 Preston Crescent, Belleknowes, Dunedin",170.4810888,-45.87690663
"64 Hawthorn Avenue, Mornington, Dunedin",170.478393,-45.88005093
"12 Glen Road, Mornington, Dunedin",170.4817596,-45.88530923
"166 Forfar Street, Maryhill, Dunedin",170.4815041,-45.88945143
"39 Ventnor Street, Mornington, Dunedin",170.4786759,-45.88527473
"14 Morrison Street, Caversham, Dunedin",170.4767442,-45.89666655
"15 Middleton Road, Kew, Dunedin",170.4840019,-45.9027638
"18 Easther Crescent, Kew, Dunedin",170.482374,-45.90053467
"33 Easther Crescent, Kew, Dunedin",170.4836117,-45.90050558
"37 Surrey Street, Caversham, Dunedin",170.4845139,-45.89664103
"143 Ravenswood Road, Saint Clair, Dunedin",170.4819143,-45.9127228
"15 Isadore Road, Saint Clair, Dunedin",170.4752147,-45.90999118
"24 Lock Street, Saint Clair, Dunedin",170.4773844,-45.91028598
"25 Gilmerton Street, Corstorphine, Dunedin",170.4758019,-45.9074059
"29 Ravenswood Road, Saint Clair, Dunedin",170.4824721,-45.90792927
"87 Ravenswood Road, Saint Clair, Dunedin",170.4832707,-45.91037888
"113 Rosebank Avenue, Wakari, Dunedin",170.4884918,-45.85499063
"17 Font Street, Kaikorai, Dunedin",170.4899754,-45.86364118
"29 Chapman Street, Wakari, Dunedin",170.4883682,-45.85914672
"58 School Street, Kaikorai, Dunedin",170.4876669,-45.86458757
"59 Mayfield Avenue, Wakari, Dunedin",170.485599,-45.85537155
"67 Nairn Street, Kaikorai, Dunedin",170.4877812,-45.86301898
"19 City Road, Roslyn, Dunedin",170.4900166,-45.86863047
"27 City Road, Roslyn, Dunedin",170.4895669,-45.86785002
"332 Highgate, Roslyn, Dunedin",170.4915306,-45.86654542
"3 Merlin Street, Roslyn, Dunedin",170.4937077,-45.86515835
"598 Pine Hill Road, Pine Hill, Dunedin",170.5233892,-45.83474375
"8 City Road, Roslyn, Dunedin",170.4910714,-45.86971808
"10 Pleasant Place, North East Valley, Dunedin",170.5420476,-45.84703507
"114 Arthur Street, Dunedin Central, Dunedin",170.492016,-45.87757272
"169 Carroll Street, Dunedin Central, Dunedin",170.494721,-45.88250267
"22 McGeorge Avenue, Mornington, Dunedin",170.4855386,-45.88431312
"41 Walter Street, The Glen, Dunedin",170.4902961,-45.89016365
"49 Patrick Street, The Glen, Dunedin",170.4882949,-45.8876475
"53 Leckhampton Court, Clyde Hill, Dunedin",170.485998,-45.89121628
"100 Forbury Road, Saint Clair, Dunedin",170.4874519,-45.90441712
"124 Surrey Street, Forbury, Dunedin",170.487274,-45.9003851
"19 Law Street, Caversham, Dunedin",170.4892394,-45.89601268
"27 Nicholson Street, Forbury, Dunedin",170.4879346,-45.8998147
"59 Nelson Street, Forbury, Dunedin",170.4895074,-45.89993463
"11 Waterloo Street, Saint Kilda, Dunedin",170.4944077,-45.90574995
"27 Garden Place, Glenleith, Dunedin",170.5002839,-45.8436307
"5 Hadley Close, Glenleith, Dunedin",170.501321,-45.84523535
"1 Baxter Street, Maori Hill, Dunedin",170.5011331,-45.85971135
"35 Garfield Avenue, Roslyn, Dunedin",170.4956378,-45.86484362
"525 Highgate, Maori Hill, Dunedin",170.496766,-45.85966543
"82 Newington Avenue, Maori Hill, Dunedin",170.4973966,-45.86113218
"113 London Street, Dunedin Central, Dunedin",170.4990607,-45.87022823
"27 Wallace Street, Roslyn, Dunedin",170.4995739,-45.86551905
"44 Heriot Row, Dunedin Central, Dunedin",170.5046655,-45.86596133
"45 Royal Terrace, Dunedin Central, Dunedin",170.5032139,-45.86616168
"54 Pacific Street, Roslyn, Dunedin",170.4978975,-45.86514575
"107 Princes Street, Dunedin Central, Dunedin",170.5028606,-45.87593443
"11 Fernhill Street, Dunedin Central, Dunedin",170.4960613,-45.88483435
"236 Princes Street, Dunedin Central, Dunedin",170.5014706,-45.87762122
"143 Melbourne Street, South Dunedin, Dunedin",170.4976286,-45.8994671
"151 Bay View Road, South Dunedin, Dunedin",170.4951375,-45.90319187
"26 Douglas Street, Saint Kilda, Dunedin",170.5044628,-45.9047857
"300 King Edward Street, South Dunedin, Dunedin",170.5013218,-45.89641437
"35 Bellona Street, Saint Kilda, Dunedin",170.5018332,-45.90288745
"3 Churchill Street, Saint Kilda, Dunedin",170.5008552,-45.90112413
"3 Hargest Crescent, Saint Kilda, Dunedin",170.4981921,-45.90478432
"8 Churchill Street, Saint Kilda, Dunedin",170.5006028,-45.90137523
"92 Fawcett Street, South Dunedin, Dunedin",170.4961773,-45.90060495
"108 Victoria Road, Saint Kilda, Dunedin",170.504239,-45.9069418
"32 Jackson Street, Saint Kilda, Dunedin",170.5038992,-45.90585848
"65 Richardson Street, Saint Kilda, Dunedin",170.4982396,-45.90528333
"152 Pine Hill Road, Dalmore, Dunedin",170.5093655,-45.85154812
"33 Raynbird Street, Company Bay, Dunedin",170.6028304,-45.85389067
"9 Ramsay Street, Dalmore, Dunedin",170.5147024,-45.85323733
"10 Braeview Crescent, Maori Hill, Dunedin",170.5061138,-45.85516175
"32 Dundas Street, North Dunedin, Dunedin",170.5121899,-45.86061345
"773 Great King Street, North Dunedin, Dunedin",170.5142206,-45.85873242
"125 Frederick Street, North Dunedin, Dunedin",170.5123736,-45.86917607
"250 George Street, Dunedin Central, Dunedin",170.5056741,-45.87080337
"16 Devon Street, Dunedin Central, Dunedin",170.5131908,-45.8758861
"11 Begg Street, Saint Kilda, Dunedin",170.5088667,-45.89866722
"15 Council Street, Saint Kilda, Dunedin",170.5050443,-45.90402737
"17 Market Street, Saint Kilda, Dunedin",170.5085573,-45.90207743
"2 New Street, Saint Kilda, Dunedin",170.5057031,-45.90112295
"5 Ascot Street, Saint Kilda, Dunedin",170.5113473,-45.89945067
"24 Campbells Road, Pine Hill, Dunedin",170.5214827,-45.84082338
"59 Hillary Street, Liberton, Dunedin",170.5163132,-45.84350632
"60 Campbells Road, Pine Hill, Dunedin",170.5244102,-45.83930258
"96 Hillary Street, Liberton, Dunedin",170.5187009,-45.8407946
"23 Glencairn Street, North East Valley, Dunedin",170.5155165,-45.85338947
"47 Barclay Street, Liberton, Dunedin",170.5197586,-45.84845145
"36 Howe Street, North Dunedin, Dunedin",170.5156977,-45.85944008
"38 Howe Street, North Dunedin, Dunedin",170.5157841,-45.85945873
"69 Clyde Street, North Dunedin, Dunedin",170.5166986,-45.86612803
"137 Portobello Road, Vauxhall, Dunedin",170.5250158,-45.88603893
"15 Torr Street, Vauxhall, Dunedin",170.5239219,-45.88927022
"33 Sunshine Lane, Musselburgh, Dunedin",170.5150206,-45.89496203
"22 Angle Avenue, Tainui, Dunedin",170.5244181,-45.8996064
"25 Moana Crescent, Musselburgh, Dunedin",170.5153165,-45.89624402
"55 Cranley Street, Saint Kilda, Dunedin",170.5188301,-45.90208023
"7 Rawhiti Street, Musselburgh, Dunedin",170.5162271,-45.89659455
"83 Ravelston Street, Musselburgh, Dunedin",170.5194089,-45.89922762
"161 North Road, North East Valley, Dunedin",170.5256616,-45.85035558
"24 Marquis Street, North East Valley, Dunedin",170.529686,-45.85070645
"29 Carr Street, North East Valley, Dunedin",170.52669,-45.84802843
"34 Selwyn Street, North East Valley, Dunedin",170.5284346,-45.84767588
"50 Mechanic Street, North East Valley, Dunedin",170.5284015,-45.852492
"75 Craigleith Street, North East Valley, Dunedin",170.527501,-45.85392203
"89 Evans Street, Opoho, Dunedin",170.531028,-45.8526908
"5 Windsor Street, Opoho, Dunedin",170.5283365,-45.8554063
"135 Larnach Road, Vauxhall, Dunedin",170.5307519,-45.88460743
"71 Dunrobin Street, Waverley, Dunedin",170.5348514,-45.8835805
"156 Scott Street, Waverley, Dunedin",170.5292492,-45.88734792
"145 Tomahawk Road, Andersons Bay, Dunedin",170.534699,-45.9030454
"47 Norman Street, Tainui, Dunedin",170.5296377,-45.90258027
"51 Bayfield Road, Andersons Bay, Dunedin",170.5275372,-45.89784023
"5 Meuse Lane, Andersons Bay, Dunedin",170.5287206,-45.895793
"5 Norman Street, Tainui, Dunedin",170.5270783,-45.90104313
"37 Norwood Street, Normanby, Dunedin",170.543454,-45.84252183
"31 McKerrow Street, Shiel Hill, Dunedin",170.5428641,-45.88398638
"54 Scobie Road, Waverley, Dunedin",170.5364119,-45.88237858
"139 Jeffery Street, Andersons Bay, Dunedin",170.536416,-45.89321623
"215 Highcliff Road, Shiel Hill, Dunedin",170.5411651,-45.88841732
"12 Ribbonwood Close, Normanby, Dunedin",170.5484224,-45.8429013
"64 Oregon Street, Ocean Grove, Dunedin",170.5512819,-45.9038931
"8 Hawk Lane, Saint Leonards, Dunedin",170.5734921,-45.85026455
"15 Factory Road, Mosgiel",170.3492092,-45.87319328
"150 Factory Road, Mosgiel",170.3655451,-45.86934367
"235 Upper Junction Road, Sawyers Bay, Dunedin",170.5942309,-45.82442553
"9 Hall Road, Sawyers Bay, Dunedin",170.6006337,-45.81817907
"29 Magnetic Street, Port Chalmers, Dunedin",170.6220968,-45.82039843
"31 Harrington Street, Port Chalmers, Dunedin",170.619308,-45.82313147
